,created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet,label,final_tweet
1784,2021-03-09 09:59:37,1369226357574561792,ceo of ternak lele,"['rt', '@', 'binachansy', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'ncts…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'binachansy', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1785,2021-03-09 09:59:35,1369226348829442049,she/her,"['@', 'chocookey', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",sunflwr6_,haechan ayo update!,Wed Sep 30 09:23:41 +0000 2020,[],0,0,0,"['chocookey', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1786,2021-03-09 09:59:29,1369226324271714304,she/her,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",akuanakuat,afifah✿,Wed Mar 26 01:49:54 +0000 2014,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1788,2021-03-09 09:59:24,1369226304000643073,she/her ~ 16,"['rt', '@', 'spearlieessun', ':', '@', 'smoothzip', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', '…']",smoothzip,lala,Thu Dec 03 14:25:39 +0000 2020,[],0,1,0,"['rt', 'spearlieessun', 'smoothzip', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1789,2021-03-09 09:59:22,1369226297591828486, acc @leemahaec,"['rt', '@', 'qaaashy', ':', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'https', ':', '//t.co/hn8szj5uyo']",unitmahae,َ 🐯🌱,Fri May 15 01:04:28 +0000 2020,[],0,3,0,"['rt', 'qaaashy', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'http']"
1790,2021-03-09 09:59:18,1369226278759407622,she/her,"['rt', '@', 'chocookey', ':', 'haechan', 'with', 'adidas', 'haechan', 'and', 'adidas', 'are', 'the', 'perfect', 'combination', '💜', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'https', ':', '/…']",sunflwr6_,haechan ayo update!,Wed Sep 30 09:23:41 +0000 2020,[],0,1,1,"['rt', 'chocookey', 'haechan', 'adidas', 'haechan', 'adidas', 'perfect', 'combination', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'http']"
1791,2021-03-09 09:59:17,1369226274070274049,"Nairobi, Kenya","['rt', '@', 'koroboi_', ':', 'pepeta', '!', 'growing', 'up', '“', 'pepeta', '”', 'was', 'a', 'really', 'intense', 'game', '.', 'i', 'still', 'think', 'it', '’', 's', 'an', 'essential', 'part', 'of', 'playing', 'football', 'and', 'i', 'incorpo…']",Mwass_,Shaffie Waru,Sat Apr 02 09:39:04 +0000 2011,[],0,17,-1,"['rt', 'pepeta', 'grow', 'pepeta', 'really', 'intense', 'game', 'still', 'think', 'essential', 'part', 'play', 'football']"
1792,2021-03-09 09:59:15,1369226265891274758,"ㅡs/her
ㅡsfs♡","['rt', '@', '66fullchan', ':', '@', 'haebearlee', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nc…']",haebearlee,mei ● on exam📚,Mon Nov 23 11:34:53 +0000 2020,[],0,1,0,"['rt', 'haebearlee', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1793,2021-03-09 09:59:11,1369226248627482624,ceo of ternak lele,"['rt', '@', 'leehcrjn', ':', 'haechan', 'with', 'adidas', 'i', 'think', 'haechan', 'uses', 'adidas', 'every', 'day', ',', 'because', 'it', 'looks', 'so', 'good', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haech…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,1,"['rt', 'leehcrjn', 'haechan', 'adidas', 'think', 'haechan', 'us', 'adidas', 'every', 'day', 'look', 'good', 'haechanxadidas', 'adidasxhaechan']"
1796,2021-03-09 09:59:05,1369226226271850497, acc @leemahaec,"['rt', '@', 'cringepipeeel', ':', 'haechan', 'with', 'adidas', 'haechan', 'looks', 'so', 'good', 'with', 'adidas🤩', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'https', ':', '//t.co/jwe7…']",unitmahae,َ 🐯🌱,Fri May 15 01:04:28 +0000 2020,[],0,2,1,"['rt', 'cringepipeeel', 'haechan', 'adidas', 'haechan', 'look', 'good', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'http']"
1797,2021-03-09 09:59:04,1369226220215234562,ceo of ternak lele,"['@', 'leehcrjn', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['leehcrjn', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1799,2021-03-09 09:58:59,1369226199805747200, acc @leemahaec,"['rt', '@', 'smoothzip', ':', 'haechan', 'with', 'adidas', 'haechan', 'always', 'looks', 'cool', 'when', 'wearing', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'https', ':', '//t.c…']",unitmahae,َ 🐯🌱,Fri May 15 01:04:28 +0000 2020,[],0,3,1,"['rt', 'smoothzip', 'haechan', 'adidas', 'haechan', 'always', 'look', 'cool', 'wear', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'http']"
1801,2021-03-09 09:58:55,1369226184093933570,she/her 18! 🇮🇩,"['rt', '@', 'chanofsun', ':', 'haechan', 'with', 'adidas', 'haechan', 'has', 'the', 'perfect', 'body', ',', 'and', 'also', 'has', 'a', 'pretty', 'face', '.', 'so', ',', 'when', 'he', 'wears', 'a', 'shirt', 'or', 'a', 'brand', 'from', 'adi…']",crzymultistan,-ruᵛ- #KICKBACK !ia! full march for exam,Sun Nov 08 15:22:41 +0000 2015,[],0,6,1,"['rt', 'chanofsun', 'haechan', 'adidas', 'haechan', 'perfect', 'body', 'also', 'pretty', 'face', 'wear', 'shirt', 'brand']"
1802,2021-03-09 09:58:54,1369226178779738116,she/her,"['@', 'hyuckuoise', '@', 'adidaskorea', '@', 'nctsmtown_127', '@', 'nctsmtown_dream', '@', 'nctsmtown', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/lo0nihxvrs']",hyuckiesoo,ᵃⁿᶜˢ ʕ´•ᴥ•`ʔ,Thu Oct 22 14:12:26 +0000 2020,"[{'url': 'https://t.co/lO0nIHXvrs', 'expanded_url': 'https://twitter.com/i/web/status/1369226178779738116', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]",1,1,0,"['hyuckuoise', 'adidaskorea', 'nctsmtown', 'haechan', 'adidas', 'http']"
1804,2021-03-09 09:58:46,1369226145678323714,ceo of ternak lele,"['@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1805,2021-03-09 09:58:43,1369226129895088129, acc @leemahaec,"['rt', '@', 'chanofsun', ':', 'haechan', 'with', 'adidas', 'haechan', 'has', 'the', 'perfect', 'body', ',', 'and', 'also', 'has', 'a', 'pretty', 'face', '.', 'so', ',', 'when', 'he', 'wears', 'a', 'shirt', 'or', 'a', 'brand', 'from', 'adi…']",unitmahae,َ 🐯🌱,Fri May 15 01:04:28 +0000 2020,[],0,6,1,"['rt', 'chanofsun', 'haechan', 'adidas', 'haechan', 'perfect', 'body', 'also', 'pretty', 'face', 'wear', 'shirt', 'brand']"
1806,2021-03-09 09:58:37,1369226108667895808,"Coventry, England","['good', 'morning', 'everyone', '☀️ready', 'for', 'another', 'day', 'of', 'school', '💓', 'oakley', 'says', 'she', ""'s"", 'not', 'going', 'to', 'worry', 'today', '🤞🏼', '#', 'schoolrun…', 'https', ':', '//t.co/s6yqiby6fw']",TheSmileySmith1,The Smiley Smith's House,Mon May 18 19:54:31 +0000 2020,"[{'url': 'https://t.co/S6YqiBy6fw', 'expanded_url': 'https://twitter.com/i/web/status/1369226108667895808', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,1,"['good', 'morning', 'everyone', 'another', 'day', 'school', 'oakley', 'say', 'go', 'worry', 'today', 'http']"
1807,2021-03-09 09:58:35,1369226099675209733,해찬 26/9✨,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",binachansy,✿bina,Tue Sep 08 13:32:52 +0000 2020,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1808,2021-03-09 09:58:28,1369226070226997249,she/her•16,"['@', 'haebearlee', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",66fullchan,mila’♡,Thu Jun 25 23:58:00 +0000 2020,[],0,1,0,"['haebearlee', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1809,2021-03-09 09:58:27,1369226063985844226,selective,"['✿', 'haechan', 'with', 'adidas', 'daily', '✿']",leehcrjn,moonie,Sat Feb 20 08:07:26 +0000 2021,[],0,0,0,"['haechan', 'adidas', 'daily']"
1810,2021-03-09 09:58:24,1369226051939753987,"Seoul, Republic of Korea","['rt', '@', 'blackpinkfml', ':', '[', 'info', ']', '@', 'blackpink', 'on', 'the', 'homepage', 'of', 'adidas', 'us', 'website', '!', 'https', ':', '//t.co/smf1rhkfgw']",JichuuMS,Kim Jisoo,Thu Nov 05 02:01:25 +0000 2020,[],0,128,0,"['rt', 'blackpinkfml', 'info', 'blackpink', 'homepage', 'adidas', 'u', 'website', 'http']"
1811,2021-03-09 09:58:22,1369226043546947585,armyzen,"['@', '66fullchan', '@', 'adidaskorea', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown…', 'https', ':', '//t.co/4wtoldksj9']",haecdwyne,nai soptie,Sat Jun 22 07:58:47 +0000 2019,"[{'url': 'https://t.co/4wTOLdKsj9', 'expanded_url': 'https://twitter.com/i/web/status/1369226043546947585', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,0,"['adidaskorea', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'http']"
1812,2021-03-09 09:58:19,1369226031878402048,Ncity,"['rt', '@', 'lookslhc', ':', '#', 'haechan', 'x', '@', 'adidas', ':', 'a', 'mini', 'thread', 'https', ':', '//t.co/wkeigftvnx']",hatestomattoes,tv nya nct dream,Fri May 22 03:03:14 +0000 2020,[],0,1980,0,"['rt', 'lookslhc', 'haechan', 'x', 'adidas', 'mini', 'thread', 'http']"
1813,2021-03-09 09:58:18,1369226028736909314,00600 aces | holo,"['@', '66fullchan', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",etherealhyucks,pola Ⱉ ia,Tue Dec 17 20:11:17 +0000 2019,[],0,0,0,"['haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1814,2021-03-09 09:58:16,1369226018221940737,Here,"['rt', '@', 'saint', ':', 'adidas', 'x', 'bad', 'bunny', '🐰', 'https', ':', '//t.co/3in2zzwamo']",yormbizill,pas cal,Mon Aug 08 14:43:56 +0000 2011,[],0,367,-1,"['rt', 'saint', 'adidas', 'x', 'bad', 'bunny', 'http']"
1816,2021-03-09 09:58:11,1369225997980037122,hell yeah ,"['rt', '@', 'jairsmoya', ':', '*', 'bad', 'bunny', 'x', 'adidas', 'coming', 'soon', '*', 'my', 'bank', 'account', ':', 'https', ':', '//t.co/rkmxgzb0v5']",66poppx,gram,Wed Jun 12 09:24:12 +0000 2019,[],0,1807,-1,"['rt', 'jairsmoya', 'bad', 'bunny', 'x', 'adidas', 'come', 'soon', 'bank', 'account', 'http']"
1817,2021-03-09 09:58:09,1369225989683695616,00600 aces | holo,"['@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",etherealhyucks,pola Ⱉ ia,Tue Dec 17 20:11:17 +0000 2019,[],0,0,0,"['spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1818,2021-03-09 09:58:06,1369225975200878594,United States,"['rt', '@', 'boardroom', ':', '.', '@', 'chiney', 'will', 'star', 'in', 'a', 'new', 'campaign', 'with', '@', 'doordash', '—', 'becoming', 'the', 'first', 'wnba', 'player', 'in', 'over', 'a', 'decade', 'with', 'a', 'non-hoops', 'solo…']",CoachSD_,Sean Daniels,Mon Oct 24 14:07:44 +0000 2016,[],0,97,1,"['rt', 'boardroom', 'chiney', 'star', 'new', 'campaign', 'doordash', 'become', 'first', 'wnba', 'player', 'decade']"
1819,2021-03-09 09:58:03,1369225964446609409,armyzen,"['@', 'mocnwaik', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127', '@', 'adidas', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/ngdzijubwj']",haecdwyne,nai soptie,Sat Jun 22 07:58:47 +0000 2019,"[{'url': 'https://t.co/ngdZIjUBwj', 'expanded_url': 'https://twitter.com/i/web/status/1369225964446609409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",0,1,0,"['mocnwaik', 'adidaskorea', 'nctsmtown', 'adidas', 'haechan', 'adidas', 'http']"
1820,2021-03-09 09:57:59,1369225945370927105,해찬 26/9✨,"['@', 'mocnwaik', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127', '@', 'adidas', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/ldflgszozk']",binachansy,✿bina,Tue Sep 08 13:32:52 +0000 2020,"[{'url': 'https://t.co/LdfLgszoZk', 'expanded_url': 'https://twitter.com/i/web/status/1369225945370927105', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",0,1,0,"['mocnwaik', 'adidaskorea', 'nctsmtown', 'adidas', 'haechan', 'adidas', 'http']"
1821,2021-03-09 09:57:54,1369225925624094726,she/her ,"['haechan', 'with', 'adidas', 'haechan', 'is', 'very', 'handsome', 'in', 'a', 'hat', 'from', 'the', 'adidas', 'brand', '.', '#', 'haechanxadidas', '#', 'adidasxhaechan…', 'https', ':', '//t.co/okgbzvi7bq']",flsnxmark,yul🦋,Sat Mar 16 05:11:46 +0000 2019,"[{'url': 'https://t.co/OkGbZvi7Bq', 'expanded_url': 'https://twitter.com/i/web/status/1369225925624094726', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",0,0,1,"['haechan', 'adidas', 'haechan', 'handsome', 'hat', 'adidas', 'brand', 'haechanxadidas', 'http']"
1822,2021-03-09 09:57:53,1369225920922361856,00600 aces | holo,"['@', '66fullchan', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",etherealhyucks,pola Ⱉ ia,Tue Dec 17 20:11:17 +0000 2019,[],0,0,0,"['haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1823,2021-03-09 09:57:52,1369225919139778569,she/her,"['rt', '@', 'leehcrjn', ':', '@', 'chancan66', '@', 'adidaskorea', '@', 'nctsmtown', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown…']",CHANCAN66,"astri, ia",Mon Nov 20 05:43:47 +0000 2017,[],0,1,0,"['rt', 'leehcrjn', 'adidaskorea', 'nctsmtown', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea']"
1825,2021-03-09 09:57:47,1369225899086802950,"she/her, 15","['rt', '@', 'binachansy', ':', '@', 'cringepipeeel', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', '…']",cringepipeeel,salᵛ,Sat Mar 28 05:22:06 +0000 2020,[],0,1,0,"['rt', 'binachansy', 'cringepipeeel', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1826,2021-03-09 09:57:46,1369225891813814274,she/her ,"['@', 'jaaslm', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/glidnlmtns']",kthyxxck,saskiaa🌻| #minmarch🍊,Tue Oct 20 01:07:54 +0000 2020,"[{'url': 'https://t.co/GLIDnLMtNs', 'expanded_url': 'https://twitter.com/i/web/status/1369225891813814274', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [102, 125]}]",1,1,0,"['jaaslm', 'adidaskorea', 'nctsmtown', 'haechan', 'adidas', 'http']"
1827,2021-03-09 09:57:45,1369225889049841664,armyzen,"['@', 'chocoroll58_', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_127', '@', 'nctsmtown_dream', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/etynic4ahf']",haecdwyne,nai soptie,Sat Jun 22 07:58:47 +0000 2019,"[{'url': 'https://t.co/EtynIc4aHF', 'expanded_url': 'https://twitter.com/i/web/status/1369225889049841664', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [109, 132]}]",1,1,0,"['adidaskorea', 'nctsmtown', 'haechan', 'adidas', 'http']"
1828,2021-03-09 09:57:37,1369225854010552324,armyzen,"['rt', '@', 'chocoroll58_', ':', 'haechan', 'with', 'adidas', 'he', 'really', 'love', 'adidas', 'so', 'hard', 'and', 'he', 'looks', 'so', 'cool', 'when', 'wearing', 'it', '🤩💛', '#', 'haechanxadidas', '#', 'adidasxhaech…']",haecdwyne,nai soptie,Sat Jun 22 07:58:47 +0000 2019,[],0,3,1,"['rt', 'haechan', 'adidas', 'really', 'love', 'adidas', 'hard', 'look', 'cool', 'wear', 'haechanxadidas']"
1829,2021-03-09 09:57:36,1369225852551000065,해찬 26/9✨,"['@', 'chocookey', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",binachansy,✿bina,Tue Sep 08 13:32:52 +0000 2020,[],0,0,0,"['chocookey', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1830,2021-03-09 09:57:36,1369225852039229441,she/her•16,"['@', 'binachansy', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",66fullchan,mila’♡,Thu Jun 25 23:58:00 +0000 2020,[],1,0,0,"['binachansy', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1831,2021-03-09 09:57:33,1369225838567120898,"ㅡs/her
ㅡsfs♡","['@', '66fullchan', '@', 'adidaskorea', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown…', 'https', ':', '//t.co/s4exidpt3h']",haebearlee,mei ● on exam📚,Mon Nov 23 11:34:53 +0000 2020,"[{'url': 'https://t.co/s4eXIdPt3H', 'expanded_url': 'https://twitter.com/i/web/status/1369225838567120898', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,0,"['adidaskorea', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'http']"
1832,2021-03-09 09:57:31,1369225831969480715,00600 aces | holo,"['@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",etherealhyucks,pola Ⱉ ia,Tue Dec 17 20:11:17 +0000 2019,[],0,1,0,"['spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1833,2021-03-09 09:57:27,1369225813959135233,armyzen,"['@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",haecdwyne,nai soptie,Sat Jun 22 07:58:47 +0000 2019,[],0,1,0,"['spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1834,2021-03-09 09:57:21,1369225789674115073,해찬 26/9✨,"['@', 'cringepipeeel', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",binachansy,✿bina,Tue Sep 08 13:32:52 +0000 2020,[],0,1,0,"['cringepipeeel', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1835,2021-03-09 09:57:10,1369225741326458880,she/her | solo stan ,"['@', 'smoothzip', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",spearlieessun,⁶⁶miya 🍊 kinda ia,Fri Aug 14 12:42:48 +0000 2020,[],0,1,0,"['smoothzip', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1836,2021-03-09 09:57:10,1369225739891974144,she/her - 14 ›,"['@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",lovesicung,uyo,Thu Jun 25 14:15:28 +0000 2020,[],0,1,0,"['spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1838,2021-03-09 09:57:09,1369225735752224771,she/her•16,"['@', 'jaaslm', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",66fullchan,mila’♡,Thu Jun 25 23:58:00 +0000 2020,[],1,1,0,"['jaaslm', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
